well,row,col,cell.line,drug1.units,drug2.units,drug1,drug2,drug1.conc,drug2.conc,upid,expt.date,rate,rate.95ci
O02,O,2,SC01,M,M,plx4720,control,0.0,0.0,5,03_27_18,0.0379629166461,0.000404404074836
O03,O,3,SC01,M,M,plx4720,dpi,0.0,1e-06,5,03_27_18,0.00430103670536,0.00284585778596
O04,O,4,SC01,M,M,plx4720,dpi,0.0,2.5e-07,5,03_27_18,0.00741962852418,0.00100035692594
O05,O,5,SC01,M,M,plx4720,dpi,0.0,6.3e-08,5,03_27_18,0.011038197359,0.000694435301399
O06,O,6,SC01,M,M,plx4720,dpi,0.0,1.6e-08,5,03_27_18,0.0150817087627,0.000974655228849
O07,O,7,SC01,M,M,plx4720,dpi,0.0,3.9e-09,5,03_27_18,0.0180015108001,0.000928704341284
O08,O,8,SC01,M,M,plx4720,dpi,0.0,9.8e-10,5,03_27_18,0.0205064904,0.00102801072507
O09,O,9,SC01,M,M,plx4720,dpi,0.0,2.4e-10,5,03_27_18,0.0290796240937,0.000247565848633
O10,O,10,SC01,M,M,plx4720,dpi,0.0,6.1e-11,5,03_27_18,0.0346351228776,0.000801307838958
O11,O,11,SC01,M,M,plx4720,dpi,0.0,1.5e-11,5,03_27_18,0.0309323957033,0.000453105028597
O12,O,12,SC01,M,M,plx4720,dpi,0.0,3.8e-12,5,03_27_18,0.0281052602602,0.000575540444578
O13,O,13,SC01,M,M,plx4720,control,0.0,0.0,5,03_27_18,0.0307742256668,0.000817185089496
O14,O,14,SC01,M,M,plx4720,dpi,0.0,1e-06,5,03_27_18,0.00481108514865,0.0010057079428
O15,O,15,SC01,M,M,plx4720,dpi,0.0,2.5e-07,5,03_27_18,0.0102619104552,0.00100881026438
O16,O,16,SC01,M,M,plx4720,dpi,0.0,6.3e-08,5,03_27_18,0.01194782635,0.000627181277608
O17,O,17,SC01,M,M,plx4720,dpi,0.0,1.6e-08,5,03_27_18,0.0162850430846,0.000913510450235
O18,O,18,SC01,M,M,plx4720,dpi,0.0,3.9e-09,5,03_27_18,0.015954810023,0.00192672435246
O19,O,19,SC01,M,M,plx4720,dpi,0.0,9.8e-10,5,03_27_18,0.0260438439986,0.000518861478235
O20,O,20,SC01,M,M,plx4720,dpi,0.0,2.4e-10,5,03_27_18,0.0299339782601,0.00043721977616
O21,O,21,SC01,M,M,plx4720,dpi,0.0,6.1e-11,5,03_27_18,0.0335841019058,0.000355228920215
O22,O,22,SC01,M,M,plx4720,dpi,0.0,1.5e-11,5,03_27_18,0.0357475978484,0.00031155017114
O23,O,23,SC01,M,M,plx4720,dpi,0.0,3.8e-12,5,03_27_18,0.0332224175732,0.000539246639967
B02,B,2,SKMEL5,M,M,plx4720,control,0.0,0.0,6,03_27_18,0.033543181185,0.000355266596139
B03,B,3,SKMEL5,M,M,plx4720,dpi,1.6e-05,1e-06,6,03_27_18,-0.00491715934713,0.000382978727847
B04,B,4,SKMEL5,M,M,plx4720,dpi,1.6e-05,2.5e-07,6,03_27_18,0.000235625975668,0.00220176937845
B05,B,5,SKMEL5,M,M,plx4720,dpi,1.6e-05,6.3e-08,6,03_27_18,0.00393728929431,0.00183185263216
B06,B,6,SKMEL5,M,M,plx4720,dpi,1.6e-05,1.6e-08,6,03_27_18,-0.00553600322297,0.00166869994528
B07,B,7,SKMEL5,M,M,plx4720,dpi,1.6e-05,3.9e-09,6,03_27_18,0.0020838329994,0.00174250512203
B08,B,8,SKMEL5,M,M,plx4720,dpi,1.6e-05,9.8e-10,6,03_27_18,0.00140744366275,0.00183465407272
B09,B,9,SKMEL5,M,M,plx4720,dpi,1.6e-05,2.4e-10,6,03_27_18,-0.0172123590622,0.00171465675135
B10,B,10,SKMEL5,M,M,plx4720,dpi,1.6e-05,6.1e-11,6,03_27_18,0.00395972900007,0.001122221595
B11,B,11,SKMEL5,M,M,plx4720,dpi,1.6e-05,1.5e-11,6,03_27_18,0.0070560805467,0.00113097447589
B12,B,12,SKMEL5,M,M,plx4720,dpi,1.6e-05,3.8e-12,6,03_27_18,0.000762905130525,0.00139800753382
B13,B,13,SKMEL5,M,M,plx4720,control,1.6e-05,0.0,6,03_27_18,0.00685016815884,0.00106117299266
B14,B,14,SKMEL5,M,M,plx4720,dpi,1.6e-05,1e-06,6,03_27_18,-0.00637008519081,0.00183670598547
B15,B,15,SKMEL5,M,M,plx4720,dpi,1.6e-05,2.5e-07,6,03_27_18,-0.00764302797091,0.00199526830154
B16,B,16,SKMEL5,M,M,plx4720,dpi,1.6e-05,6.3e-08,6,03_27_18,0.00155757579826,0.00136446684398
B17,B,17,SKMEL5,M,M,plx4720,dpi,1.6e-05,1.6e-08,6,03_27_18,-0.000676674910739,0.00136729945633
B18,B,18,SKMEL5,M,M,plx4720,dpi,1.6e-05,3.9e-09,6,03_27_18,0.00193497157392,0.000954139532114
B19,B,19,SKMEL5,M,M,plx4720,dpi,1.6e-05,9.8e-10,6,03_27_18,-0.00356685572952,0.00175604383134
B20,B,20,SKMEL5,M,M,plx4720,dpi,1.6e-05,2.4e-10,6,03_27_18,0.00728917642633,0.00159678978577
B21,B,21,SKMEL5,M,M,plx4720,dpi,1.6e-05,6.1e-11,6,03_27_18,0.00217925364396,0.000691151187328
B22,B,22,SKMEL5,M,M,plx4720,dpi,1.6e-05,1.5e-11,6,03_27_18,0.00263339630648,0.00193401445745
B23,B,23,SKMEL5,M,M,plx4720,dpi,1.6e-05,3.8e-12,6,03_27_18,0.00846521615415,0.00118045298542
C02,C,2,SKMEL5,M,M,plx4720,control,0.0,0.0,6,03_27_18,0.0308280131037,0.000758101406642
C03,C,3,SKMEL5,M,M,plx4720,dpi,4e-06,1e-06,6,03_27_18,-0.00521555333378,0.000571013328509
C04,C,4,SKMEL5,M,M,plx4720,dpi,4e-06,2.5e-07,6,03_27_18,0.0198143293925,0.00115064129787
C05,C,5,SKMEL5,M,M,plx4720,dpi,4e-06,6.3e-08,6,03_27_18,0.00919817475921,0.000875304479543
C06,C,6,SKMEL5,M,M,plx4720,dpi,4e-06,1.6e-08,6,03_27_18,0.00972245970613,0.000718128311767
C07,C,7,SKMEL5,M,M,plx4720,dpi,4e-06,3.9e-09,6,03_27_18,0.010946495926,0.00148493598565
C08,C,8,SKMEL5,M,M,plx4720,dpi,4e-06,9.8e-10,6,03_27_18,0.0185881738949,0.00115006694888
C09,C,9,SKMEL5,M,M,plx4720,dpi,4e-06,2.4e-10,6,03_27_18,0.0263540021025,0.000790338457861
C10,C,10,SKMEL5,M,M,plx4720,dpi,4e-06,6.1e-11,6,03_27_18,0.0162814164267,0.000728884570463
C11,C,11,SKMEL5,M,M,plx4720,dpi,4e-06,1.5e-11,6,03_27_18,0.02022774912,0.000862036216249
C12,C,12,SKMEL5,M,M,plx4720,dpi,4e-06,3.8e-12,6,03_27_18,0.0239708700227,0.00150649003417
C13,C,13,SKMEL5,M,M,plx4720,control,4e-06,0.0,6,03_27_18,0.0263175973154,0.00107336387467
C14,C,14,SKMEL5,M,M,plx4720,dpi,4e-06,1e-06,6,03_27_18,0.000455617316757,0.00176642573633
C15,C,15,SKMEL5,M,M,plx4720,dpi,4e-06,2.5e-07,6,03_27_18,0.0162529831514,0.000394447444201
C16,C,16,SKMEL5,M,M,plx4720,dpi,4e-06,6.3e-08,6,03_27_18,0.00164108082746,0.00157407503206
C17,C,17,SKMEL5,M,M,plx4720,dpi,4e-06,1.6e-08,6,03_27_18,0.00748192077175,0.00162473662495
C18,C,18,SKMEL5,M,M,plx4720,dpi,4e-06,3.9e-09,6,03_27_18,0.00682963030827,0.00266582450057
C19,C,19,SKMEL5,M,M,plx4720,dpi,4e-06,9.8e-10,6,03_27_18,0.0189382177987,0.000917151374681
C20,C,20,SKMEL5,M,M,plx4720,dpi,4e-06,2.4e-10,6,03_27_18,0.0237793309789,0.00122659649292
C21,C,21,SKMEL5,M,M,plx4720,dpi,4e-06,6.1e-11,6,03_27_18,0.0258790534596,0.000214994390564
C22,C,22,SKMEL5,M,M,plx4720,dpi,4e-06,1.5e-11,6,03_27_18,0.0155539640525,0.00158502550416
C23,C,23,SKMEL5,M,M,plx4720,dpi,4e-06,3.8e-12,6,03_27_18,0.0142672620134,0.000932195482266
D02,D,2,SKMEL5,M,M,plx4720,control,0.0,0.0,6,03_27_18,0.0308843158758,0.000449829480706
D03,D,3,SKMEL5,M,M,plx4720,dpi,1e-06,1e-06,6,03_27_18,0.00104097633316,0.000990873323996
D04,D,4,SKMEL5,M,M,plx4720,dpi,1e-06,2.5e-07,6,03_27_18,0.00705387897333,0.00200688841692
D05,D,5,SKMEL5,M,M,plx4720,dpi,1e-06,6.3e-08,6,03_27_18,0.0112714561745,0.00138056734837
D06,D,6,SKMEL5,M,M,plx4720,dpi,1e-06,1.6e-08,6,03_27_18,0.0118507077042,0.0015729213527
D07,D,7,SKMEL5,M,M,plx4720,dpi,1e-06,3.9e-09,6,03_27_18,0.0195052851631,0.000959023355894
D08,D,8,SKMEL5,M,M,plx4720,dpi,1e-06,9.8e-10,6,03_27_18,0.0292095645759,0.000563847745911
D09,D,9,SKMEL5,M,M,plx4720,dpi,1e-06,2.4e-10,6,03_27_18,0.0210702358247,0.00096922335631
D10,D,10,SKMEL5,M,M,plx4720,dpi,1e-06,6.1e-11,6,03_27_18,0.0174008852274,0.00102000324804
D11,D,11,SKMEL5,M,M,plx4720,dpi,1e-06,1.5e-11,6,03_27_18,0.0246255137795,0.000547730931112
D12,D,12,SKMEL5,M,M,plx4720,dpi,1e-06,3.8e-12,6,03_27_18,0.0233227573214,0.000409291415509
D13,D,13,SKMEL5,M,M,plx4720,control,1e-06,0.0,6,03_27_18,0.0194173004381,0.000923590588689
D14,D,14,SKMEL5,M,M,plx4720,dpi,1e-06,1e-06,6,03_27_18,2.41766917294e-06,0.000449750879408
D15,D,15,SKMEL5,M,M,plx4720,dpi,1e-06,2.5e-07,6,03_27_18,0.00308744751844,0.00169686689759
D16,D,16,SKMEL5,M,M,plx4720,dpi,1e-06,6.3e-08,6,03_27_18,0.0142159404344,0.00158355463192
D17,D,17,SKMEL5,M,M,plx4720,dpi,1e-06,1.6e-08,6,03_27_18,0.0168466265538,0.000567718061177
D18,D,18,SKMEL5,M,M,plx4720,dpi,1e-06,3.9e-09,6,03_27_18,0.0242523446097,0.000236091134496
D19,D,19,SKMEL5,M,M,plx4720,dpi,1e-06,9.8e-10,6,03_27_18,0.0207927159531,0.000655390388459
D20,D,20,SKMEL5,M,M,plx4720,dpi,1e-06,2.4e-10,6,03_27_18,0.0235960062258,0.0011374463648
D21,D,21,SKMEL5,M,M,plx4720,dpi,1e-06,6.1e-11,6,03_27_18,0.013989808957,0.00060840687281
D22,D,22,SKMEL5,M,M,plx4720,dpi,1e-06,1.5e-11,6,03_27_18,0.023272508688,0.00123757770642
D23,D,23,SKMEL5,M,M,plx4720,dpi,1e-06,3.8e-12,6,03_27_18,0.0157155637868,0.00129463632996
E02,E,2,SKMEL5,M,M,plx4720,control,0.0,0.0,6,03_27_18,0.0360601433682,0.000814582136107
E03,E,3,SKMEL5,M,M,plx4720,dpi,2.5e-07,1e-06,6,03_27_18,0.000207581128253,0.00231872018325
E04,E,4,SKMEL5,M,M,plx4720,dpi,2.5e-07,2.5e-07,6,03_27_18,0.00163844433021,0.00176698102544
E05,E,5,SKMEL5,M,M,plx4720,dpi,2.5e-07,6.3e-08,6,03_27_18,0.0226444059656,0.000966965206958
E06,E,6,SKMEL5,M,M,plx4720,dpi,2.5e-07,1.6e-08,6,03_27_18,0.00813790212544,0.000861163858313
E07,E,7,SKMEL5,M,M,plx4720,dpi,2.5e-07,3.9e-09,6,03_27_18,0.0102746343762,0.000846578233869
E08,E,8,SKMEL5,M,M,plx4720,dpi,2.5e-07,9.8e-10,6,03_27_18,0.00887569483159,0.00065472264238
E09,E,9,SKMEL5,M,M,plx4720,dpi,2.5e-07,2.4e-10,6,03_27_18,0.0250888031429,0.000340640707444
E10,E,10,SKMEL5,M,M,plx4720,dpi,2.5e-07,6.1e-11,6,03_27_18,0.0153433835376,0.000490402893106
E11,E,11,SKMEL5,M,M,plx4720,dpi,2.5e-07,1.5e-11,6,03_27_18,0.0286630592459,0.000606986036599
E12,E,12,SKMEL5,M,M,plx4720,dpi,2.5e-07,3.8e-12,6,03_27_18,0.020713134611,0.000934003611501
E13,E,13,SKMEL5,M,M,plx4720,control,2.5e-07,0.0,6,03_27_18,0.0289032031071,0.000947654227003
E14,E,14,SKMEL5,M,M,plx4720,dpi,2.5e-07,1e-06,6,03_27_18,-0.00485343367047,0.00229339861598
E15,E,15,SKMEL5,M,M,plx4720,dpi,2.5e-07,2.5e-07,6,03_27_18,0.00687960640122,0.00153613511978
E16,E,16,SKMEL5,M,M,plx4720,dpi,2.5e-07,6.3e-08,6,03_27_18,0.00849595823379,0.000512314425449
E17,E,17,SKMEL5,M,M,plx4720,dpi,2.5e-07,1.6e-08,6,03_27_18,0.0283396690312,0.000201822553702
E18,E,18,SKMEL5,M,M,plx4720,dpi,2.5e-07,3.9e-09,6,03_27_18,0.0140258414351,0.00124420639608
E19,E,19,SKMEL5,M,M,plx4720,dpi,2.5e-07,9.8e-10,6,03_27_18,0.0214385202758,0.000465371133607
E20,E,20,SKMEL5,M,M,plx4720,dpi,2.5e-07,2.4e-10,6,03_27_18,0.024512666087,0.00090729353302
E21,E,21,SKMEL5,M,M,plx4720,dpi,2.5e-07,6.1e-11,6,03_27_18,0.0242261814223,0.000934872448119
E22,E,22,SKMEL5,M,M,plx4720,dpi,2.5e-07,1.5e-11,6,03_27_18,0.022144388648,0.00102638548375
E23,E,23,SKMEL5,M,M,plx4720,dpi,2.5e-07,3.8e-12,6,03_27_18,0.031242574382,0.000875132254091
F02,F,2,SKMEL5,M,M,plx4720,control,0.0,0.0,6,03_27_18,0.0386969877164,0.000462115438855
F03,F,3,SKMEL5,M,M,plx4720,dpi,6.3e-08,1e-06,6,03_27_18,0.00533217075953,0.00053954564047
F04,F,4,SKMEL5,M,M,plx4720,dpi,6.3e-08,2.5e-07,6,03_27_18,0.0102350072451,0.00169258736439
F05,F,5,SKMEL5,M,M,plx4720,dpi,6.3e-08,6.3e-08,6,03_27_18,0.0182248475742,0.00115175389073
F06,F,6,SKMEL5,M,M,plx4720,dpi,6.3e-08,1.6e-08,6,03_27_18,0.012380185181,0.00186783012393
F07,F,7,SKMEL5,M,M,plx4720,dpi,6.3e-08,3.9e-09,6,03_27_18,0.0131940254573,0.00176468342929
F08,F,8,SKMEL5,M,M,plx4720,dpi,6.3e-08,9.8e-10,6,03_27_18,0.0165870607923,0.000530948846266
F09,F,9,SKMEL5,M,M,plx4720,dpi,6.3e-08,2.4e-10,6,03_27_18,0.021314452387,0.000495522251806
F10,F,10,SKMEL5,M,M,plx4720,dpi,6.3e-08,6.1e-11,6,03_27_18,0.0331309068059,0.000487767290711
F11,F,11,SKMEL5,M,M,plx4720,dpi,6.3e-08,1.5e-11,6,03_27_18,0.0298104643373,0.000452929908743
F12,F,12,SKMEL5,M,M,plx4720,dpi,6.3e-08,3.8e-12,6,03_27_18,0.0325452980789,0.000272576224266
F13,F,13,SKMEL5,M,M,plx4720,control,6.3e-08,0.0,6,03_27_18,0.0247485666183,0.000900441728404
F14,F,14,SKMEL5,M,M,plx4720,dpi,6.3e-08,1e-06,6,03_27_18,-0.0097625284864,0.0016795665154
F15,F,15,SKMEL5,M,M,plx4720,dpi,6.3e-08,2.5e-07,6,03_27_18,0.00119708252611,0.0016274297753
F16,F,16,SKMEL5,M,M,plx4720,dpi,6.3e-08,6.3e-08,6,03_27_18,0.0175279376431,0.000859504549119
F17,F,17,SKMEL5,M,M,plx4720,dpi,6.3e-08,1.6e-08,6,03_27_18,0.0279771059327,0.000393670885475
F18,F,18,SKMEL5,M,M,plx4720,dpi,6.3e-08,3.9e-09,6,03_27_18,0.0197440854199,0.000720683568575
F19,F,19,SKMEL5,M,M,plx4720,dpi,6.3e-08,9.8e-10,6,03_27_18,0.0262082422175,0.000699127394708
F20,F,20,SKMEL5,M,M,plx4720,dpi,6.3e-08,2.4e-10,6,03_27_18,0.023342007613,0.00083173407255
F21,F,21,SKMEL5,M,M,plx4720,dpi,6.3e-08,6.1e-11,6,03_27_18,0.0364828013924,0.000656378286189
F22,F,22,SKMEL5,M,M,plx4720,dpi,6.3e-08,1.5e-11,6,03_27_18,0.029300722925,0.000690190435131
F23,F,23,SKMEL5,M,M,plx4720,dpi,6.3e-08,3.8e-12,6,03_27_18,0.038832172468,0.000420540207545
G02,G,2,SKMEL5,M,M,plx4720,control,0.0,0.0,6,03_27_18,0.0371847762225,0.000718728292526
G03,G,3,SKMEL5,M,M,plx4720,dpi,1.6e-08,1e-06,6,03_27_18,0.00236165882657,0.00169283817796
G04,G,4,SKMEL5,M,M,plx4720,dpi,1.6e-08,2.5e-07,6,03_27_18,0.00532782527956,0.00226613292143
G05,G,5,SKMEL5,M,M,plx4720,dpi,1.6e-08,6.3e-08,6,03_27_18,0.00532950846428,0.0016945230333
G06,G,6,SKMEL5,M,M,plx4720,dpi,1.6e-08,1.6e-08,6,03_27_18,0.0214876834713,0.000786649627532
G07,G,7,SKMEL5,M,M,plx4720,dpi,1.6e-08,3.9e-09,6,03_27_18,0.00172922261326,0.00122692045272
G08,G,8,SKMEL5,M,M,plx4720,dpi,1.6e-08,9.8e-10,6,03_27_18,0.0188559306992,0.000759563341585
G09,G,9,SKMEL5,M,M,plx4720,dpi,1.6e-08,2.4e-10,6,03_27_18,0.0296896019739,0.000195752828455
G10,G,10,SKMEL5,M,M,plx4720,dpi,1.6e-08,6.1e-11,6,03_27_18,0.0230834114044,0.0003523929404
G11,G,11,SKMEL5,M,M,plx4720,dpi,1.6e-08,1.5e-11,6,03_27_18,0.0178850437495,0.00128896444011
G12,G,12,SKMEL5,M,M,plx4720,dpi,1.6e-08,3.8e-12,6,03_27_18,0.0176016501798,0.00232137961183
G13,G,13,SKMEL5,M,M,plx4720,control,1.6e-08,0.0,6,03_27_18,0.0160938587237,0.000349381565714
G14,G,14,SKMEL5,M,M,plx4720,dpi,1.6e-08,1e-06,6,03_27_18,0.00526482010631,0.0030634721414
G15,G,15,SKMEL5,M,M,plx4720,dpi,1.6e-08,2.5e-07,6,03_27_18,0.0152717581934,0.00250428542367
G16,G,16,SKMEL5,M,M,plx4720,dpi,1.6e-08,6.3e-08,6,03_27_18,0.0216535490438,0.000523499032222
G17,G,17,SKMEL5,M,M,plx4720,dpi,1.6e-08,1.6e-08,6,03_27_18,0.0267096750512,0.000304693808165
G18,G,18,SKMEL5,M,M,plx4720,dpi,1.6e-08,3.9e-09,6,03_27_18,0.0231029882915,0.000353811733731
G19,G,19,SKMEL5,M,M,plx4720,dpi,1.6e-08,9.8e-10,6,03_27_18,0.0328332400003,0.00116379142925
G20,G,20,SKMEL5,M,M,plx4720,dpi,1.6e-08,2.4e-10,6,03_27_18,0.0269435011934,0.000429104004945
G21,G,21,SKMEL5,M,M,plx4720,dpi,1.6e-08,6.1e-11,6,03_27_18,0.0332958895978,0.000669398755123
G22,G,22,SKMEL5,M,M,plx4720,dpi,1.6e-08,1.5e-11,6,03_27_18,0.0275128505559,0.000388514351421
G23,G,23,SKMEL5,M,M,plx4720,dpi,1.6e-08,3.8e-12,6,03_27_18,0.0395501596044,0.000467228242684
H02,H,2,SKMEL5,M,M,plx4720,control,0.0,0.0,6,03_27_18,0.0401003770357,0.000523971354403
H03,H,3,SKMEL5,M,M,plx4720,dpi,0.0,1e-06,6,03_27_18,0.0106828127133,0.00243393432599
H04,H,4,SKMEL5,M,M,plx4720,dpi,0.0,2.5e-07,6,03_27_18,0.0172657524538,0.00220819757801
H05,H,5,SKMEL5,M,M,plx4720,dpi,0.0,6.3e-08,6,03_27_18,0.026902396922,0.000359423844688
H06,H,6,SKMEL5,M,M,plx4720,dpi,0.0,1.6e-08,6,03_27_18,0.0315526862218,0.000467118032903
H07,H,7,SKMEL5,M,M,plx4720,dpi,0.0,3.9e-09,6,03_27_18,0.0390617713163,0.000340563690778
H08,H,8,SKMEL5,M,M,plx4720,dpi,0.0,9.8e-10,6,03_27_18,0.0388627379169,0.000432103822094
H09,H,9,SKMEL5,M,M,plx4720,dpi,0.0,2.4e-10,6,03_27_18,0.0365480317341,0.000775294042302
H10,H,10,SKMEL5,M,M,plx4720,dpi,0.0,6.1e-11,6,03_27_18,0.0424578029058,0.000361100475947
H11,H,11,SKMEL5,M,M,plx4720,dpi,0.0,1.5e-11,6,03_27_18,0.041001380599,0.000511496149132
H12,H,12,SKMEL5,M,M,plx4720,dpi,0.0,3.8e-12,6,03_27_18,0.0402060125882,0.000577529016133
H13,H,13,SKMEL5,M,M,plx4720,control,0.0,0.0,6,03_27_18,0.0415286922539,0.00033745989032
H14,H,14,SKMEL5,M,M,plx4720,dpi,0.0,1e-06,6,03_27_18,0.00992686869788,0.0020761396755
H15,H,15,SKMEL5,M,M,plx4720,dpi,0.0,2.5e-07,6,03_27_18,0.0209837798051,0.000690966015062
H16,H,16,SKMEL5,M,M,plx4720,dpi,0.0,6.3e-08,6,03_27_18,0.0220500860891,0.000260996109503
H17,H,17,SKMEL5,M,M,plx4720,dpi,0.0,1.6e-08,6,03_27_18,0.0253186990953,0.00121199124524
H18,H,18,SKMEL5,M,M,plx4720,dpi,0.0,3.9e-09,6,03_27_18,0.0284326931934,0.000803796999186
H19,H,19,SKMEL5,M,M,plx4720,dpi,0.0,9.8e-10,6,03_27_18,0.0362027938161,0.000432468371773
H20,H,20,SKMEL5,M,M,plx4720,dpi,0.0,2.4e-10,6,03_27_18,0.0328626852436,0.000176786984871
H21,H,21,SKMEL5,M,M,plx4720,dpi,0.0,6.1e-11,6,03_27_18,0.0412929551109,0.00114463260577
H22,H,22,SKMEL5,M,M,plx4720,dpi,0.0,1.5e-11,6,03_27_18,0.0372218754938,0.000167268749391
H23,H,23,SKMEL5,M,M,plx4720,dpi,0.0,3.8e-12,6,03_27_18,0.0353499434196,0.000735115875513
B02,B,2,WM115,M,M,plx4720,control,0.0,0.0,7,03_27_18,0.0492194548498,0.000792593491084
B03,B,3,WM115,M,M,plx4720,dpi,1.6e-05,1e-06,7,03_27_18,0.00896920984786,0.00299607216103
B04,B,4,WM115,M,M,plx4720,dpi,1.6e-05,2.5e-07,7,03_27_18,0.0216439559662,0.00335295148716
B05,B,5,WM115,M,M,plx4720,dpi,1.6e-05,6.3e-08,7,03_27_18,0.0259959910969,0.00387051762542
B06,B,6,WM115,M,M,plx4720,dpi,1.6e-05,1.6e-08,7,03_27_18,0.0216753916435,0.0024359230605
B07,B,7,WM115,M,M,plx4720,dpi,1.6e-05,3.9e-09,7,03_27_18,0.0273778961448,0.00452963392341
B08,B,8,WM115,M,M,plx4720,dpi,1.6e-05,9.8e-10,7,03_27_18,0.0233861169921,0.00289246650554
B09,B,9,WM115,M,M,plx4720,dpi,1.6e-05,2.4e-10,7,03_27_18,0.0297131812282,0.00309322383436
B10,B,10,WM115,M,M,plx4720,dpi,1.6e-05,6.1e-11,7,03_27_18,0.0188505619809,0.00116907763278
B11,B,11,WM115,M,M,plx4720,dpi,1.6e-05,1.5e-11,7,03_27_18,0.0287397885397,0.00410366523215
B12,B,12,WM115,M,M,plx4720,dpi,1.6e-05,3.8e-12,7,03_27_18,0.0167763256658,0.00217004664929
B13,B,13,WM115,M,M,plx4720,control,1.6e-05,0.0,7,03_27_18,0.0188495135307,0.0016993267642
B14,B,14,WM115,M,M,plx4720,dpi,1.6e-05,1e-06,7,03_27_18,0.0119681833257,0.00272694226619
B15,B,15,WM115,M,M,plx4720,dpi,1.6e-05,2.5e-07,7,03_27_18,0.0210599799296,0.0040193359462
B16,B,16,WM115,M,M,plx4720,dpi,1.6e-05,6.3e-08,7,03_27_18,0.0193296755731,0.00340682181216
B17,B,17,WM115,M,M,plx4720,dpi,1.6e-05,1.6e-08,7,03_27_18,0.0289961856233,0.00369913796949
B18,B,18,WM115,M,M,plx4720,dpi,1.6e-05,3.9e-09,7,03_27_18,0.0234241035053,0.00123697141377
B19,B,19,WM115,M,M,plx4720,dpi,1.6e-05,9.8e-10,7,03_27_18,0.0167830812371,0.00273893695502
B20,B,20,WM115,M,M,plx4720,dpi,1.6e-05,2.4e-10,7,03_27_18,0.0277734636814,0.0023230481904
B21,B,21,WM115,M,M,plx4720,dpi,1.6e-05,6.1e-11,7,03_27_18,0.0238522132556,0.00292582097494
B22,B,22,WM115,M,M,plx4720,dpi,1.6e-05,1.5e-11,7,03_27_18,0.0195660648815,0.00325244815251
B23,B,23,WM115,M,M,plx4720,dpi,1.6e-05,3.8e-12,7,03_27_18,0.0227379663592,0.00299166123461
C02,C,2,WM115,M,M,plx4720,control,0.0,0.0,7,03_27_18,0.0520567099084,0.00057335099646
C03,C,3,WM115,M,M,plx4720,dpi,4e-06,1e-06,7,03_27_18,0.0175283243482,0.00147652665926
C04,C,4,WM115,M,M,plx4720,dpi,4e-06,2.5e-07,7,03_27_18,0.0285681871577,0.00133173048545
C05,C,5,WM115,M,M,plx4720,dpi,4e-06,6.3e-08,7,03_27_18,0.0394378403842,0.00233871211557
C06,C,6,WM115,M,M,plx4720,dpi,4e-06,1.6e-08,7,03_27_18,0.0305228771124,0.00260296751393
C07,C,7,WM115,M,M,plx4720,dpi,4e-06,3.9e-09,7,03_27_18,0.031955179438,0.00210447794787
C08,C,8,WM115,M,M,plx4720,dpi,4e-06,9.8e-10,7,03_27_18,0.03314411002,0.000486356996012
C09,C,9,WM115,M,M,plx4720,dpi,4e-06,2.4e-10,7,03_27_18,0.0395296226112,0.000649674516133
C10,C,10,WM115,M,M,plx4720,dpi,4e-06,6.1e-11,7,03_27_18,0.035442005841,0.00285514668991
C11,C,11,WM115,M,M,plx4720,dpi,4e-06,1.5e-11,7,03_27_18,0.0402386698281,0.00180363113904
C12,C,12,WM115,M,M,plx4720,dpi,4e-06,3.8e-12,7,03_27_18,0.0305697772493,0.000905609614295
C13,C,13,WM115,M,M,plx4720,control,4e-06,0.0,7,03_27_18,0.0283911148412,0.00139733887869
C14,C,14,WM115,M,M,plx4720,dpi,4e-06,1e-06,7,03_27_18,0.0164929480351,0.00208897925665
C15,C,15,WM115,M,M,plx4720,dpi,4e-06,2.5e-07,7,03_27_18,0.0297901671604,0.00172362353337
C16,C,16,WM115,M,M,plx4720,dpi,4e-06,6.3e-08,7,03_27_18,0.0270720288093,0.00201329728478
C17,C,17,WM115,M,M,plx4720,dpi,4e-06,1.6e-08,7,03_27_18,0.0365199863708,0.00189427245313
C18,C,18,WM115,M,M,plx4720,dpi,4e-06,3.9e-09,7,03_27_18,0.0318664312344,0.002403720083
C19,C,19,WM115,M,M,plx4720,dpi,4e-06,9.8e-10,7,03_27_18,0.0336527296243,0.00161204495893
C20,C,20,WM115,M,M,plx4720,dpi,4e-06,2.4e-10,7,03_27_18,0.0274593466997,0.00134616872627
C21,C,21,WM115,M,M,plx4720,dpi,4e-06,6.1e-11,7,03_27_18,0.0389217295122,0.00157026747525
C22,C,22,WM115,M,M,plx4720,dpi,4e-06,1.5e-11,7,03_27_18,0.0345215041152,0.00166169061802
C23,C,23,WM115,M,M,plx4720,dpi,4e-06,3.8e-12,7,03_27_18,0.0320534182987,0.00118690427261
D02,D,2,WM115,M,M,plx4720,control,0.0,0.0,7,03_27_18,0.045789072171,0.0010963099698
D03,D,3,WM115,M,M,plx4720,dpi,1e-06,1e-06,7,03_27_18,0.0231173847891,0.00328493021174
D04,D,4,WM115,M,M,plx4720,dpi,1e-06,2.5e-07,7,03_27_18,0.0379349004521,0.00315343026203
D05,D,5,WM115,M,M,plx4720,dpi,1e-06,6.3e-08,7,03_27_18,0.0329479699115,0.00142830125998
